Id;KodePos;Kelurahan;Kecamatan;Jenis;Kabupaten;Propinsi
2413;24673;Lawe Loning Aman;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2414;24673;Lawe Loning Gabungan;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2415;24673;Lawe Loning I;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2416;24673;Lawe Loning Sepakat;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2417;24673;Lawe Malum;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2418;24673;Lawe Mantik;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2419;24673;Lawe Pekhidinen;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2420;24673;Lawe Perbunga;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2421;24673;Lawe Rakat;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2422;24673;Lawe Sekhakut;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2423;24673;Lawe Serke;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2424;24673;Lawe Sigala Barat;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2425;24673;Lawe Sigala Barat Jaya;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2426;24673;Lawe Sigala II;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2427;24673;Lawe Sigala Timur;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2428;24673;Lawe Sumur;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2429;24673;Lawe Tawakh;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2430;24673;Lawe Tua Gabungan;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2431;24673;Lawe Tua Makmur;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2432;24673;Lawe Tua Persatuan;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2433;24673;Lingge Alas;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2434;24673;Lumban Sitio-Tio;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2435;24673;Lumban Tua;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2436;24673;Meranti;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2437;24673;Muara Setia;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2438;24673;Muara Situlen;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2439;24673;Mulie Damai;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2440;24673;Mutiara Damai;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2441;24673;Naga Timbul;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2442;24673;Ndauh Nitenggo;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2443;24673;Pardamean;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2444;24673;Pardomuan I;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2445;24673;Pardomuan II;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2446;24673;Penguhapan;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2447;24673;Perdamean;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2448;24673;Permata Musara;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2449;24673;Pinggan Mbelang;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2450;24673;Pintu Alas;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2451;24673;Punce Nali;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2452;24673;Sade Ate;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2453;24673;Salim Pinim;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2454;24673;Salim Pipit;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2455;24673;Sebungke;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2456;24673;Sejahtera;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2457;24673;Sejahtera Baru;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2458;24673;Sepakat;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2459;24673;Sepekhinding;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2460;24673;Sibulussalam;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2461;24673;Sigai Indah;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2462;24673;Suka Damai;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2463;24673;Suka Damai;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2464;24673;Suka Jaya;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2465;24673;Suka Maju;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2466;24673;Sumukh Alas;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2467;24673;Tanah Baru;Lawe Sigala-Gala;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2468;24673;Tanah Khekhine;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2469;24673;Tanjung Sari;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2470;24673;Tanoh Alas;Babul Makmur;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2471;24673;Tanoh Subukh;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2472;24673;Tenembak Alas;Tanah Alas;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2473;24673;Titai Hakhapen;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2474;24673;Titi Mas;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2475;24673;Tuah Mesade;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2476;24673;Tuhi Jongkat;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2477;24673;Tunas Mude;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2478;24673;Ukekh Deleng;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2479;24673;Ukhat Peseluk;Leuser;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2480;24673;Uning Sigugur;Babul Rahmah;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2481;24678;Kampung Baru;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2482;24678;Kebun Sere;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2483;24678;Lawe Beringin Gayo;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2484;24678;Lawe Beringin Horas;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2485;24678;Lawe Kinga Gabungan;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2486;24678;Lawe Kinga Lapter;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2487;24678;Lawe Kinga Tebing Tinggi;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2488;24678;Lawe Menjilai;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2489;24678;Lawe Petanduk;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2490;24678;Lawe Petanduk I;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2491;24678;Ngkeran Alur Buluh;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2492;24678;Pasar Puntung+P2723;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2493;24678;Selamat Indah;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2494;24678;Semadam Asal;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2495;24678;Semadam Awal;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2496;24678;Sepakat Segenep;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2497;24678;Simpang Semadam;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2498;24678;Suka Makmur;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2499;24678;Titi Pasir;Semadam;Kab.;Aceh Tenggara;Nanggroe Aceh Darussalam (NAD)
2500;24452;Afdeling II Bukit/Buket;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2501;24452;Alue Buloh/Baloh;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2502;24452;Alue Canang;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2503;24452;Alue Drien;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2504;24452;Alue Gadeng;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2505;24452;Alue Gadeng Dua;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2506;24452;Alue Gadeng Satu;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2507;24452;Alue Kaul/Kaol;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2508;24452;Alue Kumba;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2509;24452;Alue Nyamuk;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2510;24452;Alue Punti;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2511;24452;Alue Raya;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2512;24452;Alue Sentang;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2513;24452;Alue Seuleumak;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2514;24452;Alue Teh;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2515;24452;Alue Tuwi;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2516;24452;Aramiyah;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2517;24452;Bayeun;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2518;24452;Bayeun (Gampong Bayeun);Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2519;24452;Benteng;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2520;24452;Birem Rayeuk;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2521;24452;Blang Tualang;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2522;24452;Buket Seuleumak;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2523;24452;Buket Tiga;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2524;24452;Damar Siput;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2525;24452;Jambo Labu;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2526;24452;Kemuning/Keumuneng Hulu;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2527;24452;Keude Birem;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2528;24452;Merbau II (Merbou Dua);Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2529;24452;Paya Bili I (Satu);Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2530;24452;Paya Bili II (Dua);Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2531;24452;Paya Peulawi;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2532;24452;Paya Rambong;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2533;24452;Paya Tampah;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2534;24452;Peutow;Birem Bayeun;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2535;24452;Rantau Panjang;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2536;24452;Sarah Kayee;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2537;24452;Sarah Teubee;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2538;24452;Seuneubok Dalam;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2539;24452;Simpang Aneuh;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2540;24452;Simpang Peut;Rantau Selamat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2541;24453;Alue Batee;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2542;24453;Alue Bu Alue Lhok;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2543;24453;Alue Bu Alue Nireh;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2544;24453;Alue Bu Jalan;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2545;24453;Alue Bu Jalan Baroh;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2546;24453;Alue Bu Tuha;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2547;24453;Alue Bu Tunong;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2548;24453;Alue Bugeng;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2549;24453;Alue Dua;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2550;24453;Alue Dua Paya Gajah;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2551;24453;Alue Geunteng;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2552;24453;Alue Gurep;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2553;24453;Alue Nibong;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2554;24453;Alue Rambong;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2555;24453;Alue Tho;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2556;24453;Alue Udep;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2557;24453;Babah Krueng;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2558;24453;Balee Buya;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2559;24453;Bandrong;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2560;24453;Bangka Rimung;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2561;24453;Beurandang;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2562;24453;Beuringin;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2563;24453;Beusa Baroh;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2564;24453;Beusa Meuranoe;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2565;24453;Beusa Seberang;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2566;24453;Bhom Lama;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2567;24453;Blang Balok;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2568;24453;Blang Barom;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2569;24453;Blang Batee;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2570;24453;Blang Bitra;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2571;24453;Blang Simpo;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2572;24453;Buket Pala;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2573;24453;Buket Pala Bsp;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2574;24453;Bukit Meuriam;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2575;24453;Cek Mbon;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2576;24453;Cot Geulumpang;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2577;24453;Cot Keh;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2578;24453;Cot Muda Itam;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2579;24453;Dama Tutong;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2580;24453;Geulanggang Merak;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2581;24453;Jeungki;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2582;24453;Kabu;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2583;24453;Kebun Teumpeun;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2584;24453;Keude Peureulak;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2585;24453;Keumuneng;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2586;24453;Kliet;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2587;24453;Krut Lintang;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2588;24453;Kuala Bugak;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2589;24453;Kuala Leuge;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2590;24453;Leuge;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2591;24453;Lhok Dalam;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2592;24453;Lubok Pempeng;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2593;24453;Mata Ie;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2594;24453;Matang Gleum;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2595;24453;Matang Pelawi;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2596;24453;Mon Geudong;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2597;24453;Pasir Putih;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2598;24453;Pasir Putih;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2599;24453;Paya Biek;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2600;24453;Paya Gajah;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2601;24453;Paya Kalui;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2602;24453;Paya Lipah;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2603;24453;Paya Meuligou;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2604;24453;Paya Palas;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2605;24453;Paya Seungat;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2606;24453;Paya Unou;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2607;24453;Pertamina;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2608;24453;Pulo Blang;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2609;24453;Punti;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2610;24453;Punti Payong;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2611;24453;Seulemak Muda;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2612;24453;Seumali (Seumaly);Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2613;24453;Seumatang Keude;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2614;24453;Seumatang Muda Itam;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2615;24453;Seuneubok Aceh;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2616;24453;Seuneubok Baro;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2617;24453;Seuneubok Dalam;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2618;24453;Seuneubok Dalam;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2619;24453;Seuneubok Jalan;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2620;24453;Seuneubok Jaya;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2621;24453;Seuneubok Johan;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2622;24453;Seuneubok Lapang;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2623;24453;Seuneubok Paya;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2624;24453;Seuneubok Peusangan;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2625;24453;Seuneubok Pidie;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2626;24453;Seuneubok Punti;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2627;24453;Seuneubok Rawang;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2628;24453;Seuneubok Teungoh;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2629;24453;Seuneubok Teupin;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2630;24453;Tampak;Ranto Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2631;24453;Tanjung Tualang;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2632;24453;Tanoh Rata;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2633;24453;Teumpeun;Peureulak Barat;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2634;24453;Tualang;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2635;24453;Tualang Pateng;Peureulak Timur;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2636;24453;Uteun Dama;Peureulak;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2637;24454;Alue Batee;Peudawa;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2638;24454;Alue Dua Muka O;Idi Rayeuk;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2639;24454;Alue Dua Muka S;Idi Rayeuk;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2640;24454;Alue Ie Itam;Peudawa;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2641;24454;Alue Kumbang A;Idi Tunong;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2642;24454;Alue Kumbang M;Idi Tunong;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2643;24454;Alue Lhok;Idi Tunong;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2644;24454;Alue Siwah;Darul Falah;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2645;24454;Asan Rampak;Peudawa;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2646;24454;Bantayan Barat;Idi Tunong;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2647;24454;Bantayan Timu;Idi Rayeuk;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2648;24454;Blang Buket;Peudawa;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2649;24454;Blang Geulumpang;Idi Rayeuk;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2650;24454;Blang Guci (Seguci);Idi Tunong;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
2651;24454;Blang Kuta;Peudawa;Kab.;Aceh Timur;Nanggroe Aceh Darussalam (NAD)
